Protein,AMIKACIN,AMP,AZITHROMYCIN,BDQ,CAP,CEF,CHLORAMPHENICOL,CIPROFLOXACIN,CLARYTHROMYCIN,CLOFAZIMINE,CPZ,CYCLOSERINED,DELx,DOXYCYCLINE,ECONAZOLE,EMB,EMBx,ERY,ETA,ETHIDIUMBROMIDE,FUSIDICACID,INH,Kanamycin,LEVO,LINEZOLID,LZDx,MENADIONE,MINOCYCLINE,MTM,Moxifloxacin,NIGERICIN,NITROFURANTOIN,NORFLOXACIN,NOVOBIOCIN,OFLOX,OFX1,OXA,PA824,PBTZ169x,RIF,ROX,SM,SPECTINOMYCIN,SQ109,SUTx,TET,THZ (1hrMIC),TRZ,TUNICAMYCIN,VANCOMYCIN,VERAPAMIL,VERx
O50384,743486.8741,514885.4228,322304.3195,73148.7482,759680.3775,450726.4186,510767.8202,89012.78965,361429.2804,122522.041,172707.3343,576111.7558,133204.8824,297188.6602,61710.99245,1048123.967,1048123.967,353346.2804,806621.1334,147940.6456,562575.9078,579120.126,826663.3499,95508.23765,782911.5726,782911.5726,783409.2196,303666.7018,379273.5946,85111.59085,853358.0265,512598.529,94072.01965,126528.8894,95508.23765,95508.23765,178263.4915,147566.9323,124213.7942,70953.18821,435496.6039,601431.6591,273319.4161,998250.3883,145050.5849,293501.9268,1238062.477,65650.67206,525103.7796,104693.7564,96400.85407,96400.85407
O50388,430438.9267,1256626.35,1371415.511,1061548.162,677722.445,848416.1649,1370332.38,1451798.32,1098147.831,1022170.19,1942726.266,1249616.54,1952832.308,1022834.769,888253.3067,1208101.503,1208101.503,1139504.777,1083703.657,1168531.81,638256.8607,952496.6638,472342.078,1710418.547,985726.346,985726.346,925238.05,1008585.85,463732.7444,2044968.736,1993134.575,1360760.616,1492698.738,674175.9127,1710418.547,1710418.547,1394202.698,1614622.874,1403967.84,1783561.422,842030.0669,1702353.409,1439790.214,1661248.334,958741.6693,831492.9,945664.7133,1030344.513,875215.4487,838592.356,2113579.807,2113579.807
O50389,763132.3223,1497440.827,594523.5798,294749.5439,882321.9307,944931.465,1563676.436,215324.6407,697162.3854,554867.5606,545710.272,1794545.198,758248.8573,640040.3386,290519.9784,1298394.293,1298394.293,700202.3564,931056.5135,422806.9523,816906.3842,1343277.077,818544.5473,230045.1541,963625.8891,963625.8891,1170669.886,638837.3412,795695.2761,213886.544,823991.4477,1543090.042,213587.7413,296983.9319,230045.1541,230045.1541,725940.8546,947633.5814,709661.4747,151492.2593,761792.4535,552479.9725,533759.4173,1298632.488,751797.2525,638723.8286,1455885.886,358530.318,473517.1887,190272.1011,464566.7638,464566.7638
O50391,1790212.116,683335.8233,1746700.61,131745.8519,2221738.392,1719593.863,868814.8487,84787.76691,1843337.29,106883.4613,154347.0095,1116148.165,378947.0463,1617515.547,339389.0131,2268066.329,2268066.329,1825730.135,2320743.183,432086.6681,1548647.589,1249204.797,1967626.643,175816.9162,1840770.038,1840770.038,1554373.73,1640469.636,1721042.562,143921.6529,1786682.48,583137.7608,90322.64441,150175.7392,175816.9162,175816.9162,750686.4886,424557.9773,405435.2869,156436.4867,1706646.044,2436186.595,1890166.097,1917514.156,948104.3843,1638407.811,2250743.618,198603.9276,1771435.975,127757.6691,132348.454,132348.454
O50392,298913.5475,249282.9399,218993.5902,39007.89883,341827.1238,183536.7631,285214.2458,26393.98824,243085.5347,10690.17284,135187.4586,422212.0149,748196.0297,224127.6244,65322.55173,507160.5603,507160.5603,231881.5347,797672.4577,156376.3258,205136.6346,518227.2562,419966.6826,28893.84881,331728.2663,331728.2663,464082.0932,256639.5644,141947.9383,80382.37327,202203.5517,266710.5571,59015.97961,53571.8921,28893.84881,28893.84881,171725.4121,786385.9745,593270.1436,42782.62308,240174.6915,171842.9049,189074.4207,483185.1368,220332.8481,246816.174,1237278.905,23801.02128,270412.1898,39391.66299,73694.75773,73694.75773
O50397,798870.6934,414488.1793,960813.9569,1068231.239,669267.306,387661.8973,5041586.108,188340.3597,1113962.534,2037970.931,1394754.814,2875286.199,4920368.673,275506.7093,542380.3027,339015.669,339015.669,1030471.534,2464265.02,1928869.787,312236.2569,334013.4337,1522082.942,169651.8403,438017.4848,438017.4848,130278.5167,1058895.196,1282332.628,349564.9998,597674.3838,5073807.996,270239.023,1880004.38,169651.8403,169651.8403,599851.0511,4841766.764,4910536.46,230196.7418,2243683.526,1511929.316,752292.2079,1539252.206,615702.053,1084697.316,2619461.678,1531499.031,510551.0807,1562946.285,451056.982,451056.982
O50398,376641.1322,1197032.848,1095703.524,812067.7387,985684.8502,875471.8843,1306945.838,1060704.222,1047993.787,837805.3491,1811889.28,974421.4062,1229324.025,846463.2227,979179.8803,1549465.991,1549465.991,1095708.93,1259580.385,1007199.586,942252.2092,982064.9716,518219.3871,1389803.113,1106288.149,1106288.149,955603.2236,853692.0997,506937.6675,1390569.976,2049117.664,993618.14,1135492.885,733446.904,1389803.113,1389803.113,1301753.469,1360281.627,1102191.459,1717223.38,680345.344,1237539.397,879866.878,1748308.043,801391.2333,786013.2297,845786.7578,709780.8267,853843.0438,971112.6053,1708140.269,1708140.269
O50413,302026.9661,1035345.251,940692.5608,959418.2606,730799.9581,623366.4147,1053524.513,954055.1765,911459.7729,646563.4342,1805506.071,797045.0832,1472919.355,949847.5766,819478.9083,1280107.97,1280107.97,959648.9165,753925.9233,739949.7462,555704.9062,664260.32,338586.0747,1496759.227,920754.3595,920754.3595,805816.9029,989333.1386,233773.1659,1423716.773,1836199.469,762346.8557,1057280.715,653944.3692,1496759.227,1496759.227,969519.515,1350784.8,1165533.27,1666741.489,789113.1452,996523.0765,728205.1209,1760969.843,774058.0217,878463.0886,570274.5082,718118.9819,580731.7398,857230.5706,2118116.347,2118116.347
O50414,99743.48381,192010.1813,105883.4602,51280.76333,151868.9588,92528.23618,539103.743,45694.44367,111626.0888,46356.3229,68187.49817,603681.6116,93247.55267,126709.3932,60194.68348,1298227.793,1298227.793,111652.4338,1508779.713,163275.8256,239022.2536,591253.0157,117309.755,41208.62892,115140.8701,115140.8701,279686.8033,174513.5763,77279.84485,42433.26108,151611.7702,297862.8608,44915.14375,77606.02993,41208.62892,41208.62892,623163.5229,93743.70903,89578.82647,86515.09518,123503.2243,102080.9374,128038.2203,136250.6566,744020.7201,129221.8159,1647342.701,60183.51034,80946.35571,43516.02887,56811.97624,56811.97624
O50416,2055965.727,1157559.278,1133141.952,68166.138,2003787.65,1118183.705,1268403.008,66033.87738,878997.1049,203822.5985,321979.9042,1597581.304,347037.6157,905492.293,144546.3885,2701427.914,2701427.914,882262.0759,2244258.675,286425.8953,1052802.567,1498407.882,2101562.577,78515.87271,1813159.525,1813159.525,1223305.342,810826.2413,1174884.823,64941.20791,1871154.376,1226239.622,66144.01071,142868.1737,78515.87271,78515.87271,534899.2893,409543.1288,294719.7155,19013.46576,1015694.179,1625149.836,832973.2276,2134958.084,489270.4829,907507.6234,3280291.776,71401.44015,1606290.971,24937.24505,233938.76,233938.76
O50417,455079.4906,460363.6814,255135.5202,52433.68481,438504.6864,238183.9376,878062.5247,19407.68838,263761.2553,25414.27539,137200.9436,806402.5792,135831.0792,225203.4107,52553.54123,1077431.164,1077431.164,257485.7663,847987.5959,118153.4068,175561.886,773047.9542,466373.1037,35611.94713,469234.9563,469234.9563,231829.2068,234849.0913,279779.5205,20351.23288,390441.127,579257.8888,19559.96415,65310.37653,35611.94713,35611.94713,372588.4308,152701.7533,147322.7908,48956.16394,371004.9526,411194.4354,279701.5638,669664.0831,384045.6765,208667.2984,1366399.599,45335.55938,435298.6175,58133.91802,103787.8063,103787.8063
O50418,1588690.768,416107.6339,1603250.072,113487.0959,1496931.194,1096926.173,585858.5683,73090.40119,2049399.539,87868.74527,179050.1779,644603.8628,523961.9627,1459767.941,69353.84753,696770.8544,696770.8544,2026844.682,1111185.756,165752.8664,1955274.467,711989.9442,1652959.913,78322.59142,1050971.479,1050971.479,1651030.954,1471760.874,2022525.65,71317.15159,1949266.797,661774.6714,72562.96703,169104.0567,78322.59142,78322.59142,360557.9976,538540.2316,331043.7708,82560.82521,1611296.113,1653619.247,1776699.951,1748513.496,237974.6701,1459793.304,1373447.725,58057.55354,1119146.744,128473.0317,131876.3805,131876.3805
O50423,463317.9388,995328.9627,468787.1782,495494.6791,433260.5606,354965.2916,1726700.205,383622.8598,392391.4738,1208851.692,1452893.369,1181886.204,1113239.319,357069.584,1135844.966,1961388.546,1961388.546,392333.4738,2195077.97,1175964.791,256292.1814,1281925.11,690303.4014,540471.5717,481972.2295,481972.2295,230671.634,379946.9801,403123.648,397564.4923,465525.4185,1282976.435,372214.0565,488026.9987,540471.5717,540471.5717,1232074.27,1089378.299,894003.9119,491485.7842,326525.5806,669591.1497,406932.0806,688784.0712,1485123.065,343745.8557,2383753.677,441374.4212,564718.4293,252281.5998,425548.8126,425548.8126
O50427,1500839.879,872551.3936,1225376.961,102377.8931,1977460.871,1162077.854,894664.4615,62911.39408,995911.7248,36793.77609,87870.89665,891474.0762,392782.827,1185553.77,90308.09657,1967803.618,1967803.618,995911.7248,1533088.203,118347.4379,777379.1411,1228229.809,1759308.224,72237.69655,1347739.541,1347739.541,782337.5332,1070135.93,1077089.593,61510.37375,1359348.511,785452.5605,52623.52521,149699.2465,72237.69655,72237.69655,693297.3293,443278.166,302902.8398,79330.13358,992088.1648,2196311.466,1006829.497,1656685.485,637016.8869,1163096.346,1890786.041,73850.91532,1750293.306,111241.8014,89140.61742,89140.61742
O50442,362287.2051,702938.2586,579257.8864,130417.8271,388426.7629,387539.5635,904952.9089,70427.92719,524111.4316,74635.63851,134713.6706,1067040.182,163867.7282,464285.5806,94965.0146,2005880.312,2005880.312,525878.4939,2206374.191,187120.0051,647781.5951,1233082.967,646319.0446,75845.26775,366913.3978,366913.3978,563912.1022,516461.6068,505603.8238,76273.36696,713400.6521,736576.6328,80911.86958,122926.735,75845.26775,75845.26775,890344.3347,174686.1708,165527.7892,97423.38287,426762.9713,618127.3664,644325.701,666408.216,1346466.05,488601.3298,2574782.993,87614.17404,414515.5527,70308.3996,137939.0137,137939.0137
O50451,612742.6928,419741.8176,642003.2543,97442.55269,630636.4194,522143.4267,619241.3189,98915.61292,544433.6384,28873.90122,65034.46948,969412.4534,183128.6867,520851.0156,75835.29438,792805.9285,792805.9285,554348.3544,1208974.687,94559.12487,565718.4859,1092240.927,844602.8039,102127.919,728708.1217,728708.1217,606992.996,614685.9067,616723.844,82345.32826,724144.7822,577712.3021,99823.91649,126176.5521,102127.919,102127.919,577205.7165,210612.6288,200050.6984,86517.09935,470813.7925,756032.6186,508565.8164,687386.7837,653738.0253,515615.7237,1790343.436,93522.97843,642282.3369,88876.83799,87319.39432,87319.39432
O50459,533880.9815,379065.7615,294091.5558,79001.86554,603587.9433,445279.8023,618218.8469,98698.39654,306972.4241,187775.0334,242661.8757,605561.7434,337026.479,430045.1956,180448.9135,2068141.621,2068141.621,313178.4241,1550204.493,184713.1855,378698.0537,641710.5897,558734.4298,110640.4719,629751.3665,629751.3665,628847.3618,452469.0795,390018.4964,87654.37176,494867.7993,373948.1835,87774.64251,152133.6764,110640.4719,110640.4719,917318.0766,426130.8167,319485.2387,36147.11409,395552.0117,426335.9774,344278.7138,808250.0508,1172587.289,442267.6283,1443987.876,120590.3444,385094.1084,68306.16143,182455.9051,182455.9051
O50464,506445.9118,569981.1929,509106.785,58275.63958,544897.8795,274698.868,687743.3604,18079.91476,405147.2517,21406.96441,136271.6794,690547.093,109956.3307,370825.2567,30344.96828,916610.9078,916610.9078,401376.1097,1090619.818,89233.16411,402103.1502,712646.1274,731705.0112,24805.11889,456760.6937,456760.6937,459544.3964,359076.5273,513594.5732,15986.49821,591982.4354,610555.8435,18680.72393,75176.29681,24805.11889,24805.11889,310246.173,124402.058,108784.4242,26717.31699,427960.4184,662835.2909,448497.7693,610492.956,265376.6136,339652.8297,1406173.241,62731.69077,477767.2277,36646.93701,42138.387,42138.387
O50466,1790683.72,896170.6553,1211011.619,166950.4149,1757005.352,1012795.184,833169.9421,62243.89307,1065961.022,964268.3726,709636.1114,1093909.227,550832.4541,917028.4503,855801.8365,2048069.457,2048069.457,1048887.322,1567329.865,1329553.16,1146568.572,1261026.942,2038288.903,86370.99207,1500910.621,1500910.621,1329339.681,801120.0136,1028909.432,65345.4604,1502945.549,968676.6081,62352.29843,70042.282,86370.99207,86370.99207,564580.8739,642158.5027,366949.4691,18105.947,950505.1296,1353328.675,935601.2542,1932187.345,331784.7189,898350.0398,2235102.851,121335.4303,1397334.887,17747.48083,283084.1962,283084.1962
O53147,541989.5459,718507.063,614721.1819,94498.9914,517294.1743,475495.5415,1712707.155,57206.03695,508159.9704,79108.4174,198940.8333,911860.0181,257308.0575,436341.2068,51692.62876,1955054.699,1955054.699,510614.4414,2562978.714,145421.3649,372831.5084,1089822.084,763458.6725,35611.84462,541625.4911,541625.4911,338257.7985,474593.3134,687876.311,52776.99246,530190.1675,1190445.752,54881.21171,159038.5012,35611.84462,35611.84462,799129.8314,273848.4333,212208.64,50311.58015,470946.4362,757331.4572,575930.8761,615378.0106,1329375.527,421332.4865,2887409.567,112984.5101,574012.1331,84560.52495,81110.66347,81110.66347
O53148,1801400.569,507127.78,1961627.934,147195.0111,1698341.408,1446497.641,1065997.391,58571.5764,2250389.261,115728.2919,123614.3331,808886.6529,169519.5927,1765339.723,96464.21164,951706.545,951706.545,2250389.261,1361978.755,177702.2258,2089049.42,1087706.498,2008063.465,70005.82144,1429956.718,1429956.718,1806834.559,1776554.428,2472312.481,53957.74014,2057384.473,943539.0857,59013.30323,112939.9002,70005.82144,70005.82144,622652.1585,170244.2147,138161.2393,63851.33556,1890497.885,1931848.462,1952079.926,2013558.562,647921.2847,1749824.233,1655009.412,70699.56422,1496013.043,115722.4479,96920.26239,96920.26239
O53149,1772156.513,568555.1991,1853251.562,220864.6856,1782433.884,1364613.12,893991.828,70038.53701,2080170.621,69352.98119,140633.5275,779521.8123,242340.3912,1606082.306,77938.34957,1247501.355,1247501.355,2068638.231,1933909.9,294979.1359,1972682.088,1102806.146,2019196.455,121640.0673,1535362.327,1535362.327,1750973.105,1647943.025,2169635.088,79233.7424,2141105.046,818706.6145,74754.23791,223962.5103,121640.0673,121640.0673,509059.7589,211692.8262,197591.915,132905.0783,1677552.588,1873344.173,1725993.785,2117350.699,353331.4406,1635137.295,2617963.942,109975.2427,1522884.105,170460.4388,233031.4095,233031.4095
O53151,795549.1804,632930.9846,520225.954,193870.6001,800881.9333,632073.7932,316628.8548,117385.5277,595354.4147,890131.8047,775565.438,900207.02,207707.0291,462324.7229,959132.4259,746977.2667,746977.2667,606926.0813,962480.7853,1270245.191,670615.1152,911829.1862,744733.8304,127606.7483,786852.7684,786852.7684,700683.285,489133.9907,420443.147,117166.5697,699402.1574,417923.0224,116867.2507,60134.82345,127606.7483,127606.7483,553129.0572,321780.194,146921.0007,4115.270467,636022.603,481333.7199,516331.3196,954044.3265,499686.4958,476680.1229,1816903.801,167271.3177,527627.0961,14428.12312,418953.1044,418953.1044
O53154,204989.8964,439704.3114,205405.2978,95034.77968,198473.7774,224551.7559,328071.6063,41063.86883,235722.2983,70188.90927,151672.4281,314822.4522,73563.69053,195590.8399,35906.44117,521121.895,521121.895,235849.9983,633258.9827,183028.6787,208963.2994,596725.2415,394423.2398,42033.52637,278038.304,278038.304,302428.0443,302301.0522,205715.0793,38603.41173,245989.6223,313202.256,40961.92165,89407.06197,42033.52637,42033.52637,560166.8289,86304.46017,102206.2732,50255.18245,227451.5226,241817.8978,174204.0718,361479.5864,517838.3158,244724.8122,1017972.053,56969.31237,176223.1089,43344.07398,117123.0475,117123.0475
O53156,2181898.687,836909.9326,1874135.484,218150.0998,1956256.295,1411706.197,1131309.119,71561.09769,2313625.64,106321.0064,218358.2794,987545.4427,537538.323,1646121.352,110379.0108,1354998.203,1354998.203,2307477.48,1186489.004,188992.5555,2126583.757,1126578.514,2216574.146,94184.43176,1565528.662,1565528.662,1919105.305,1550905.782,2243885.049,143367.303,2378127.739,968837.0724,107919.211,172389.1154,94184.43176,94184.43176,792774.1925,528209.7873,368387.7827,94483.56004,1891785.497,2062866.425,1953667.954,2049091.15,554557.1869,1625315.454,2056953.512,61690.74049,1695133.043,145086.5999,225097.9588,225097.9588
O53157,186348.9997,620198.9533,94575.95118,29401.83453,222020.4086,194736.3752,1621187.841,12099.16757,75639.1674,16250.8828,40394.99561,736070.9818,90260.76543,126331.7655,53676.79094,225382.7711,225382.7711,75625.15938,516320.3751,79768.17126,118914.2802,627516.6084,135670.1461,11291.29379,55850.64616,55850.64616,62994.74811,137730.2338,119371.1578,8278.971481,122424.6857,1288707.278,10843.19977,55774.88152,11291.29379,11291.29379,569248.095,86097.4288,63538.16011,39846.81378,184896.6988,73894.55353,119770.6383,172219.7414,782880.9733,130631.019,676554.0908,61294.85535,176980.7064,55892.37006,53043.91703,53043.91703
O53161,864885.2045,383354.054,559753.546,284837.7735,814624.7193,337725.5713,1062746.983,170552.0033,529462.7783,136244.2535,281942.0693,800613.9036,180023.4568,432516.7912,155614.6286,2296560.159,2296560.159,530159.2783,2220647.622,376693.9143,543373.1857,980126.6451,1076380.115,149759.4274,726311.2794,726311.2794,563921.2666,483869.9935,497700.836,422789.2251,983800.1384,813476.1277,182102.6494,254058.6277,149759.4274,149759.4274,927624.0022,192868.4636,174640.216,190461.1614,412575.1046,950436.7517,529489.0767,866434.2803,1223556.071,425857.4335,2436437.903,273443.4193,771033.4046,286422.2232,209971.2241,209971.2241
O53173,1992899.51,1196828.049,2054503.745,175830.7299,2033191.287,1794092.558,1609153.225,83149.97089,2223461.435,248608.4933,320910.9507,1608383.325,242738.2201,1851860.906,203126.3039,2836968.504,2836968.504,2223461.435,2807423.061,348337.4786,2080517.034,1871662.177,2005091.645,97122.74321,1776295.062,1776295.062,1777903.235,1878481.339,2238659.802,82797.10649,2161306.813,1326652.39,82004.94489,140532.8385,97122.74321,97122.74321,1392931.118,232493.9555,187751.8258,61709.27828,1935936.584,2080610.932,1972941.953,2400747.197,1590870.773,1870746.339,2761972.825,122905.3725,1766977.292,121309.2766,291981.5787,291981.5787
O53178,764794.3213,468884.3803,788904.13,1168050.516,660461.5366,304216.4463,4975742.192,139295.5118,890350.9812,2398818.842,1555361.899,2793038.897,4893048.945,286122.8807,793416.1149,335484.4407,335484.4407,804434.1222,3050014.429,2402960.289,292225.8621,565386.6032,1410248.377,157810.3998,422480.9269,422480.9269,130429.2892,869696.6367,1073015.681,269305.9708,525513.2307,4992970.519,214459.9258,1675351.906,157810.3998,157810.3998,600216.1464,4908718.137,4809554.516,249890.2553,2224276.16,1298147.179,669070.202,1675598.524,685573.7823,895021.6277,3032815.522,1431860.042,461889.6922,1294819.1,488940.1384,488940.1384
O53179,159471.8173,268402.1419,138876.8207,27056.09846,179808.3748,189733.4245,472724.2273,35071.58521,166708.485,19588.20878,158965.395,415475.1864,99253.65047,135972.2365,26761.69333,326320.4907,326320.4907,157681.3681,416022.5962,127623.4217,82606.48802,305746.5057,155399.8319,36270.61683,289205.144,289205.144,143093.9161,168112.4358,227614.3479,26796.62546,181912.994,675386.9776,28798.99018,76243.90295,36270.61683,36270.61683,154759.1443,119843.2515,98670.49448,21234.18325,225607.6222,183060.4614,136576.7219,285835.5586,135669.4235,139033.186,717630.7157,26062.00766,175265.0108,16576.15976,43944.41104,43944.41104
O53190,1819675.371,1103525.88,2106993.876,864405.1908,1837339.894,1623644.089,642082.3733,73197.03752,2306635.002,333020.3409,252360.5613,1244905.337,695510.2205,1712645.275,777538.1376,1118116.947,1118116.947,2306632.302,2038672.368,326319.9727,2446840.26,1149307.105,1799182.709,395960.8056,1516084.905,1516084.905,2011118.513,1991714.485,2355715.82,210083.7807,2311173.23,812346.9899,63034.50619,1188358.482,395960.8056,395960.8056,651652.8167,578762.0743,257451.85,517108.5266,2109212.576,1756335.556,1839592.403,2199202.982,603552.9123,1970296.72,2783309.313,441020.3664,1674358.701,1232976.147,1088102.686,1088102.686
O53196,2726495.433,1270466.593,2242200.725,173984.2132,2621871.291,1801227.191,1217681.639,71358.83119,2347811.004,129942.2796,121668.7146,1826959.202,515987.7534,1892974.376,116910.1174,2661634.209,2661634.209,2348081.624,2239001.437,561777.901,2313046.893,1837190.721,2845392.827,104954.0895,2150567.751,2150567.751,1922648.186,1824467.467,2697781.823,64110.00166,2937069.593,969823.423,72741.87103,230355.1531,104954.0895,104954.0895,832942.4997,533873.5401,417502.2475,78432.04431,2193303.214,2697771.182,2174298.559,3085905.614,964082.6842,1898175.045,2780488.384,146940.9905,2214544.445,158339.6689,185062.5334,185062.5334
O53199,1937306.124,751499.021,2425511.964,134045.6641,2194973.764,1625124.723,675101.9752,75189.00471,2522346.081,70555.49606,88155.83056,1072402.215,512342.1075,2090367.767,74421.56813,941810.6801,941810.6801,2523046.081,1220128.353,156220.0771,2206623.905,1027198.264,2004963.631,57763.28594,1587335.877,1587335.877,2065708.491,2041885.774,2564312.326,63008.33828,2133292.653,690430.3165,73546.5894,140387.2053,57763.28594,57763.28594,621560.6734,502979.5549,323346.3677,74268.69365,2175840.25,2151540.059,2264015.461,2291981.431,488626.5754,2134200.467,1929024.487,48757.9941,1875738.125,143809.388,124159.9117,124159.9117
O53200,1344688.804,1367689.381,1570263.62,148611.0816,1480149.616,1417346.79,631230.95,25340.87334,1913149.921,48081.9377,160042.2927,1378853.946,432680.3279,1328114.282,28373.48363,552048.9754,552048.9754,1913162.361,996860.4242,155137.6129,1713916.164,1231761.164,1339061.356,37168.07186,1085310.348,1085310.348,1414833.659,1336565.433,2106792.019,52663.47334,1464452.582,760441.1844,27802.64134,135642.7069,37168.07186,37168.07186,771516.3816,429777.0759,226127.645,61598.23838,1407662.912,1400201.695,1589596.266,1469946.161,739701.4152,1329613.533,1152316.278,35721.18302,1163728.282,107311.4589,148205.5803,148205.5803
O53205,1839552.659,1863876.973,1836950.125,147653.0485,1887311.84,1657649.067,1680722.864,49280.62819,2193603.313,338656.2536,427330.3398,2107375.405,182266.1479,1716940.712,154876.3326,2492704.077,2492704.077,2191703.153,2519750.698,410461.9063,2137097.1,2283824.383,1820218.449,74471.42786,1622160.589,1622160.589,2158327.871,1745247.562,2029866.623,52557.38886,2135250.527,1529151.012,46850.88386,201158.1536,74471.42786,74471.42786,3218257.626,209588.0431,177194.1195,32466.99044,1784807.537,1685114.672,1912947.465,2105732.015,3716860.41,1744451.032,3406859.667,65822.57483,1528264.72,93268.07255,277758.9041,277758.9041
O53206,826972.4548,2172805.958,1091226.026,177793.8967,914971.47,984809.5255,1007176.855,125430.1299,1129567.052,115022.3817,152431.1877,2222886.691,170721.0353,1049585.312,134930.6738,2948261.274,2948261.274,1129566.048,2788765.017,298292.4511,1189489.737,2327049.187,889781.8408,139593.2848,968500.2132,968500.2132,1099581.367,1232698.108,1272223.457,115992.4569,1209406.824,875496.4522,121694.9765,211540.4902,139593.2848,139593.2848,2909335.645,167048.8612,220759.8878,131312.4211,946970.0922,952486.1973,810778.1893,979120.0579,3511555.617,1233342.143,3337089.149,121219.6464,1147171.171,139507.0928,180832.9703,180832.9703
O53214,746631.9784,773005.3227,484811.5153,186434.2866,770540.0872,620138.6361,471083.9224,109883.537,625496.671,162852.9892,266523.7971,1097763.904,722200.6047,916537.9926,180286.6168,1347568.765,1347568.765,626229.152,1433245.425,324935.7175,681990.2975,1190541.365,792834.2132,172916.6413,817893.1272,817893.1272,1212333.194,717162.6428,468704.9483,144263.0522,686499.9216,482893.6451,131453.5537,189947.2359,172916.6413,172916.6413,441463.8029,760358.4347,680021.62,229060.0629,564592.0262,605846.2273,575568.4859,914014.3585,335498.6439,710138.9248,1512281.558,126629.2339,668961.4182,157226.2385,267861.1633,267861.1633
O53222,2249774.302,1114105.621,2073059.453,822561.5809,2060406.578,1685389.021,958779.2132,68615.97973,2391190.621,327710.2521,242896.148,1105205.706,1017656.753,2073577.576,755999.4064,1706399.081,1706399.081,2391190.621,1569165.966,252042.3852,2216962.833,1507392.648,2196764.6,391404.0533,1575342.68,1575342.68,2039955.821,1973776.532,2221997.598,224071.1367,2407250.415,1057903.568,58464.1584,1179937.415,391404.0533,391404.0533,695819.5783,974308.0008,490692.8916,534304.3002,2009698.823,2376426.862,2243094.149,2264607.781,618487.231,2072962.423,2131931.371,440508.6866,1817515.731,1210367.031,1049308.012,1049308.012
O53238,518860.1164,358334.1278,249822.2833,113790.6477,519904.5094,358212.9114,1332945.993,73396.66065,245991.4998,221270.2102,296657.668,643311.0484,94611.73102,225052.6997,212902.4346,522994.4291,522994.4291,228220.9868,993617.3685,280402.3924,256412.2032,1210103.518,536797.8493,78788.23807,419555.553,419555.553,324661.5536,238294.1122,247580.6908,61665.7949,247233.0381,1462249.431,63734.17298,111940.9129,78788.23807,78788.23807,514750.2778,116360.6447,95655.54783,58122.94708,301068.7229,310843.4981,264579.6017,581999.555,718185.4077,226144.6748,1462019.244,94633.72397,402329.9584,88409.98872,163662.399,163662.399
O53240,1150804.957,1743283.179,1461766.762,723347.9203,1609883.955,1438186.087,1816527.242,297368.3952,1337352.007,565214.625,721307.8387,2250474.371,1341414.451,1744907.897,762612.6605,1779635.469,1779635.469,1336962.767,1860329.301,652934.7581,974016.8779,1992011.124,1242083.001,732745.3041,1253374.816,1253374.816,1124169.194,1574664.574,1444671.705,372754.2719,1239874.653,2074024.45,315659.6705,1063294.029,732745.3041,732745.3041,2872281.994,1386129.857,1310394.245,971634.2323,1313560.109,1986297.698,1416741.904,819552.0067,2990737.598,1579605,2051491.041,898046.7746,1750516.044,474927.0057,758984.8393,758984.8393
O53245,2008934.386,398801.7509,2166405.38,92360.60224,1998004.458,1731011.684,563300.3151,58450.74133,2546648.744,84248.06067,197264.2892,690404.6375,110786.2617,2039449.935,48149.92513,597869.8555,597869.8555,2546748.084,1201318.787,163949.321,2439955.858,665048.4068,2010125.308,66100.39626,1612972.53,1612972.53,2059254.751,2094904.174,2668066.265,55295.93717,2215906.223,546257.9763,57630.49717,164490.3831,66100.39626,66100.39626,539881.1991,79609.54321,68554.8827,53280.52951,2163760.937,2085855.421,2238852.247,2005462.266,738426.0885,2041534.497,1971408.776,64076.31749,1762255.777,113796.5567,78440.82254,78440.82254
O53246,940955.9848,755647.3094,602813.0479,56962.58895,965828.6947,580023.2681,1045639.324,23222.19565,460186.569,36829.90831,55352.3556,1075792.485,128402.795,437645.3096,15538.85849,1497630.464,1497630.464,455080.081,1423588.245,82097.47141,475785.8954,1143083.081,1131120.023,19770.9975,938686.0391,938686.0391,590116.1236,439752.1249,651645.7658,17347.26729,1033934.062,705864.145,27118.57932,48543.72405,19770.9975,19770.9975,410058.7244,149042.7264,157443.1179,24105.8251,508950.225,1061434.703,413778,1112708.299,361884.4439,430392.605,1875135.96,21552.79262,979200.2176,21847.51146,65207.90934,65207.90934
O53254,2227355.451,1145217.661,2318346.134,810315.2421,2109899.362,1796182.895,529532.0178,65116.0025,2481267.117,288764.7459,197812.0556,1477534.187,721523.7438,1975798.011,729713.425,1168554.809,1168554.809,2481086.117,1156845.907,283256.4745,2263769.914,1491443.615,2438685.858,360772.6835,1758816.271,1758816.271,2000847.606,1998511.615,2822760.837,198011.2937,2324333.299,837372.2727,57156.56797,1167700.933,360772.6835,360772.6835,811685.8639,650854.2107,308061.1454,508965.6119,2195725.704,2279988.716,2194989.542,2407442.558,719277.0012,1975261.723,1919117.975,423027.7973,1651697.785,1172294.719,1050612.365,1050612.365
